src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.17.0.1,172.17.0.3,44814,22,6,2026-07-16 10:18:42,0.105646,43570.03577986862,246.10491641898415,132.51803191791453,113.5868845010696,14,12,2095,2508,970,66,149.64285714285714,228.62183595962793,1130,66,209.0,306.9120395162106,1130,66,177.03846153846155,269.248024172342,72494.49852071007,280,240,20,7,0.00422584,0.042657,0.0,0.011252808409210566,0.105646,0.042699,0.0,0.008126615384615383,0.014580313890988881,0.105593,0.043824,4e-05,0.009599363636363637,0.01573081376426377,7,5,0,0,2,3,0,12,24,0,0,0.8571428571428571,177.03846153846155,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.64285714285714,209.0,0,14,12,2095,2508
172.17.0.1,172.17.0.3,44820,22,6,2026-07-16 10:18:42,0.289299,21559.0098825091,127.89536085503235,65.67599611474634,62.21936474028601,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.008036083333333333,0.041994,0.0,0.013234914400459869,0.28929900000000003,0.042016,0.0,0.016072166666666665,0.01618703777117838,0.289264,0.042151,5.6e-05,0.017015529411764707,0.016569030491419993,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44818,22,6,2026-07-16 10:18:42,0.266952,22622.044412478645,127.36372081872395,67.42785219814797,59.93586862057598,18,16,2811,3228,970,66,156.16666666666666,200.41463962938877,1130,66,201.75,264.0472258896124,1130,66,177.61764705882354,233.6490599552951,54591.883217993076,360,320,20,12,0.008089454545454544,0.041569,0.0,0.012962933660881656,0.266952,0.042965,0.0,0.015703058823529414,0.016809330544357824,0.266917,0.043085,2.6e-05,0.017794466666666665,0.01700890281731567,12,11,0,0,2,3,0,23,32,0,0,0.8888888888888888,177.61764705882354,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.16666666666666,201.75,0,18,16,2811,3228
172.17.0.1,172.17.0.3,44822,22,6,2026-07-16 10:18:42,0.300031,20787.851921968064,123.32059020567876,63.32678956507828,59.993800640600476,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.008334194444444446,0.047618,0.0,0.013784172680649685,0.300031,0.047629,0.0,0.01666838888888889,0.017505272707701174,0.299998,0.048022,1.9e-05,0.01764694117647059,0.017952608522475103,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44850,22,6,2026-07-16 10:18:42,0.261555,23845.84504215175,141.46164286670108,72.64246525587353,68.81917761082755,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.0072654166666666666,0.042508,0.0,0.012067043275372896,0.261555,0.044014,0.0,0.014530833333333333,0.015619005709747055,0.261533,0.042664,3.6e-05,0.015384294117647057,0.016128339708011617,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44860,22,6,2026-07-16 10:18:42,0.296689,21022.012949586944,124.70971286431246,64.04012282221451,60.66959004209796,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.00824136111111111,0.04624,0.0,0.01424238732944098,0.296689,0.046251,0.0,0.01648272222222222,0.016764560702086727,0.296665,0.046473,2.2e-05,0.017450882352941177,0.01704165111402183,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44864,22,6,2026-07-16 10:18:42,0.308678,20205.521611517503,119.86600923940158,61.552815555368376,58.3131936840332,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.00857438888888889,0.047321,0.0,0.01444167251832499,0.308678,0.047333,0.0,0.017148777777777777,0.017956026817247974,0.308656,0.04735,2.3e-05,0.018156235294117647,0.018018188420166902,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44876,22,6,2026-07-16 10:18:42,0.279794,22291.400101503248,132.24014810896588,67.90710308298249,64.33304502598341,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.0077720555555555555,0.040695,0.0,0.013147747952373282,0.279794,0.040709,0.0,0.015544111111111113,0.015797897113536238,0.279767,0.040834,2.4e-05,0.016456882352941175,0.016501531632592572,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44886,22,6,2026-07-16 10:18:42,0.303373,20558.849996538913,121.96207309154077,62.629172668629046,59.33290042291173,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.008427027777777778,0.044952,0.0,0.013581166474378552,0.303373,0.044973,0.0,0.016854055555555553,0.01832528732068893,0.303355,0.045139,4e-05,0.017844411764705886,0.018369555875571514,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44890,22,6,2026-07-16 10:18:43,0.306402,20355.611255801203,120.7563919295566,62.01003909896149,58.7463528305951,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.008511166666666667,0.044379,0.0,0.014045468048251165,0.306402,0.044389,0.0,0.017022333333333334,0.01753083907163475,0.306374,0.044489,2.3e-05,0.018022000000000003,0.01779333046892769,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44892,22,6,2026-07-16 10:18:43,0.302971,20586.128705387644,122.12389964716095,62.71227279178535,59.4116268553756,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.00841586111111111,0.045536,0.0,0.01407631028073759,0.302971,0.045549,0.0,0.01683172222222222,0.01752566586722188,0.30294899999999997,0.045688,2.4e-05,0.017820529411764704,0.01757838480540183,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
172.17.0.1,172.17.0.3,44906,22,6,2026-07-16 10:18:43,0.279952,22278.819226153057,132.1655140881294,67.8687775047151,64.2967365834143,19,18,2877,3360,970,66,151.42105263157896,196.10558804391545,1130,66,186.66666666666666,252.57518132671356,1130,66,168.56756756756758,226.03928629363818,51093.75894813732,380,360,20,12,0.0077764444444444435,0.043114,0.0,0.012822785865716727,0.27995200000000003,0.043124,0.0,0.01555288888888889,0.016259237244269246,0.279931,0.043205,2.2e-05,0.01646652941176471,0.01673472030071768,12,11,0,0,2,3,0,23,35,0,0,0.9473684210526315,168.56756756756758,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.42105263157896,186.66666666666666,0,19,18,2877,3360
