src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.54.1,192.168.54.255,54915,54915,17,2026-07-15 16:58:47,9.003883,372.61701423707973,1.221695128646163,1.221695128646163,0.0,11,0,3355,0,305,305,305.0,0.0,0,0,0,0.0,305,305,305.0,0.0,0.0,220,0,20,11,0.9003883,1.007462,0.0,0.30017004504482125,9.003883,1.007462,0.0,0.9003883,0.30017004504482125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0,0,0,11,0,3355,0
192.168.54.129,116.121.156.200,41641,33084,17,2026-07-15 16:58:47,7.290604,282.00681315292945,1.920279856099714,1.0973027749141224,0.8229770811855918,8,6,1102,954,166,74,137.75,37.301977159394646,166,152,159.0,7.0,166,74,146.85714285714286,30.441647089982176,926.6938775510204,160,120,20,8,0.5608156923076923,2.964074,0.0,1.0754770069717103,7.290604,2.964074,0.0,1.041514857142857,1.2835793951231431,6.0313550000000005,2.969711,0.030902,1.206271,1.4385311217170105,0,0,0,0,0,0,0,0,0,0,0,0.75,146.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.75,159.0,0,8,6,1102,954
192.168.54.128,192.200.0.115,32960,443,6,2026-07-15 16:58:48,0.0,0,0,0,0,2,0,120,0,60,60,60.0,0.0,0,0,0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,60.0,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,2,0,120,0
192.168.54.129,199.165.136.101,50138,443,6,2026-07-15 16:58:49,0.224514,4636.681899569738,22.2703261266558,13.36219567599348,8.90813045066232,3,2,830,211,388,54,276.6666666666667,157.4491099442046,151,60,105.5,45.5,388,54,208.2,150.77718660327895,22733.760000000002,60,40,20,2,0.0561285,0.224134,0.0,0.09699809522227744,0.224514,0.224514,0.0,0.112257,0.112257,0,0,0,0,0,2,1,0,0,0,0,0,3,5,0,0,0.6666666666666666,208.2,65535,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.6666666666667,105.5,0,3,2,830,211
192.168.54.128,192.168.54.129,49698,21,6,2026-07-15 16:58:50,0.159709,2955.3750884421042,43.82971529469222,25.045551596966984,18.78416369772524,4,3,252,220,66,60,63.0,3.0,88,66,73.33333333333333,10.370899457402697,88,60,67.42857142857143,8.7970310390518,77.38775510204081,80,60,20,2,0.02661816666666667,0.118345,0.0,0.04364259320670067,0.159709,0.159709,0.0,0.05323633333333333,0.07528754461101488,0.118455,0.118345,0.00011,0.0592275,0.0591175,0,1,0,0,3,0,2,1,5,0,0,0.75,67.42857142857143,63,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0,73.33333333333333,0,4,3,252,220
192.168.54.128,192.168.54.129,46862,21,6,2026-07-15 16:58:50,3.262742,378.2094937325722,5.210341485780979,2.7584160807075766,2.4519254050734016,9,8,622,612,79,60,69.11111111111111,6.690697429922043,100,66,76.5,12.359207094308275,100,60,72.58823529411765,10.449085653944092,109.18339100346022,180,160,20,4,0.20392137500000002,2.962612,0.0,0.7142074330168262,3.262742,3.003463,0.0,0.40784275,0.9846201726231478,3.262401,3.002996,5.1e-05,0.46605728571428573,1.0382443477378689,2,3,0,0,2,3,2,5,13,0,0,0.8888888888888888,72.58823529411765,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.11111111111111,76.5,0,9,8,622,612
192.200.0.115,192.168.54.129,443,36220,6,2026-07-15 16:58:52,6.1e-05,5442622.950819672,49180.32786885246,32786.88524590164,16393.44262295082,2,1,278,54,139,139,139.0,0.0,54,54,54.0,0.0,139,54,110.66666666666667,40.069384267237695,1605.5555555555557,40,20,20,2,3.05e-05,6.1e-05,0.0,3.05e-05,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0.5,110.66666666666667,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,54.0,0,2,1,278,54
192.168.54.128,192.168.54.129,46872,21,6,2026-07-15 16:58:53,3.088418,400.20489454471516,5.504436251828606,2.914113309791615,2.590322942036991,9,8,624,612,81,60,69.33333333333333,7.039570693980959,100,66,76.5,12.359207094308275,100,60,72.70588235294117,10.53154759803556,110.91349480968859,180,160,20,4,0.19302612500000002,2.963107,0.0,0.7154030058191742,3.088418,3.003476,0.0,0.38605225,0.9896539733011167,3.088015,3.003986,4.9e-05,0.441145,1.0464214303746977,2,3,0,0,2,3,2,5,13,0,0,0.8888888888888888,72.70588235294117,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.33333333333333,76.5,0,9,8,624,612
192.168.54.128,192.168.54.129,46884,21,6,2026-07-15 16:58:56,0.042752,19344.124251497007,257.2979041916168,140.3443113772455,116.95359281437126,6,5,435,392,78,66,72.5,4.8218253804964775,100,66,78.4,13.047605144240071,100,66,75.18181818181819,9.9344962064532,98.69421487603304,120,100,20,2,0.0042752,0.04007,0.0,0.011941470284684378,0.002682,0.001982,0.0,0.0005364,0.000731172373657539,0.042712,0.040304,5.4e-05,0.010678,0.017119382684547945,2,2,0,0,0,3,0,4,9,0,0,0.8333333333333334,75.18181818181819,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,78.4,0,6,5,435,392
