src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.54.1,192.168.54.255,54915,54915,17,2026-07-15 17:04:37,9.054055,370.5522000915612,1.21492524620184,1.21492524620184,0.0,11,0,3355,0,305,305,305.0,0.0,0,0,0,0.0,305,305,305.0,0.0,0.0,220,0,20,11,0.9054055,1.026507,0.0,0.3019860935097012,9.054055,1.026507,0.0,0.9054055,0.3019860935097012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0,0,0,11,0,3355,0
116.121.156.200,192.168.54.129,33084,41641,17,2026-07-15 17:04:39,6.010029,1431.9398458809433,5.158044994458429,2.4958282231250464,2.662216771333383,15,16,2336,6270,314,74,155.73333333333332,47.66475520642992,1354,138,391.875,467.07947329656866,1354,74,277.61290322580646,357.24769372553897,127625.9146722165,300,320,20,15,0.20033430000000002,2.993175,0.0,0.5981448169129919,6.010029,2.993175,0.0,0.4292877857142857,0.8181858842334563,6.0035,2.998596,1e-06,0.40023333333333333,0.8612122165997311,0,0,0,0,0,0,0,0,0,0,0,1.0666666666666667,277.61290322580646,0,0,0,0,0,0,0,0,0,0,0,0,4416.0,5.0,0,20539534.88372093023255813953,155.73333333333332,391.875,0,15,16,2336,6270
192.168.54.129,199.165.136.101,50138,443,6,2026-07-15 17:04:42,0.226032,5631.945919161888,22.120761662065547,13.272456997239328,8.84830466482622,3,2,1062,211,504,54,354.0,212.13203435596427,151,60,105.5,45.5,504,54,254.6,206.51547157537615,42648.64,60,40,20,2,0.056508,0.225646,0.0,0.0976519532395538,0.226032,0.226032,0.0,0.113016,0.113016,0,0,0,0,0,2,1,0,0,0,0,0,3,5,0,0,0.6666666666666666,254.6,65535,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354.0,105.5,0,3,2,1062,211
172.238.6.179,192.168.54.128,443,53736,6,2026-07-15 17:04:43,0.000203,1093596.0591133004,14778.32512315271,9852.216748768473,4926.108374384236,2,1,162,60,81,81,81.0,0.0,60,60,60.0,0.0,81,60,74.0,9.899494936611665,98.0,40,20,20,2,0.0001015,0.000203,0.0,0.0001015,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,0,0,0.5,74.0,64240,65535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.0,60.0,0,2,1,162,60
