src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.54.1,192.168.54.255,54915,54915,17,2026-07-15 17:05:48,8.999581,372.79513346232454,1.2222791261059822,1.2222791261059822,0.0,11,0,3355,0,305,305,305.0,0.0,0,0,0,0.0,305,305,305.0,0.0,0.0,220,0,20,11,0.8999580999999999,1.011504,0.0,0.30004523964477425,8.999581,1.011504,0.0,0.8999580999999999,0.30004523964477425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,305.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.0,0,0,11,0,3355,0
116.121.156.200,192.168.54.129,33084,41641,17,2026-07-15 17:05:48,9.001934,1076.8797016285612,3.999140629113699,1.888483074859247,2.1106575542544523,17,19,2746,6948,314,138,161.52941176470588,39.89120151709533,1354,138,365.6842105263158,441.35783938010144,1354,138,269.27777777777777,337.5625547880892,113948.47839506173,340,380,20,17,0.2571981142857143,2.990292,0.0,0.7515263383497337,9.001656,2.990292,0.0,0.5626034999999999,1.031827586810958,9.001731,2.995613,0.0,0.5000961666666667,0.989685103772028,0,0,0,0,0,0,0,0,0,0,0,1.1176470588235294,269.27777777777777,0,0,0,0,0,0,0,0,0,0,0,0,4624.0,5.0,0,26124293.78531073446327683616,161.52941176470588,365.6842105263158,0,17,19,2746,6948
192.168.54.129,199.165.136.101,50138,443,6,2026-07-15 17:05:51,0.943735,1437.903648799716,5.298097453204554,3.1788584719227324,2.1192389812818218,3,2,1146,211,546,54,382.0,231.93102422918759,151,60,105.5,45.5,546,54,271.4,226.8299803817829,51451.840000000004,60,40,20,2,0.23593375,0.943371,0.0,0.4084391048016674,0.943735,0.943735,0.0,0.4718675,0.4718675,0,0,0,0,0,2,1,0,0,0,0,0,3,5,0,0,0.6666666666666666,271.4,65535,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382.0,105.5,0,3,2,1146,211
192.168.54.129,172.238.6.179,51416,443,6,2026-07-15 17:05:54,0.02682,31879.194630872484,186.42803877703207,111.85682326621924,74.57121551081282,3,2,548,307,247,54,182.66666666666666,90.98107251266912,247,60,153.5,93.5,247,54,171.0,93.09994629429171,8667.6,60,40,20,2,0.006705,0.026538,0.0,0.011450875818032434,0.02682,0.02682,0.0,0.01341,0.01341,0,0,0,0,0,2,1,0,0,0,0,0,3,5,0,0,0.6666666666666666,171.0,65535,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.66666666666666,153.5,0,3,2,548,307
192.168.54.129,116.121.156.200,41641,41641,17,2026-07-15 17:05:54,0.027079,18390.63480926179,110.78695668229994,110.78695668229994,0.0,3,0,498,0,166,166,166.0,0.0,0,0,0,0.0,166,166,166.0,0.0,0.0,60,0,20,3,0.0135395,0.027079,0.0,0.0135395,0.027079,0.027079,0.0,0.0135395,0.0135395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,3,0,498,0
192.168.54.129,192.168.0.82,41641,41641,17,2026-07-15 17:05:54,0.026914,18503.381139927176,111.46615144534442,111.46615144534442,0.0,3,0,498,0,166,166,166.0,0.0,0,0,0,0.0,166,166,166.0,0.0,0.0,60,0,20,3,0.013457,0.026914,0.0,0.013457,0.026914,0.026914,0.0,0.013457,0.013457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,166.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.0,0,0,3,0,498,0
