dst_port,protocol,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,fwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts,label
80,6,724.0,16625690.607734803,20718.23204419889,12430.939226519336,8287.292817679558,9,6,696,11341,152,66,77.33333333333333,26.599916457680003,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.4666666666667,1885.344490773208,3554523.848888888,180,120,20,1,51.71428571428573,174.0,0.0,58.14443662298295,724.0,264.0,0.0,90.5,93.00268813319322,543.0,243.0,1.0,108.6,97.99101999673236,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.4666666666667,64240,65160,77.33333333333333,1890.1666666666667,0,9,6,696,11341,0
80,6,1250.0,9574400.0,11200.0,6400.0,4800.0,8,6,627,11341,149,66,78.375,26.906957743304982,7306,66,1890.1666666666667,2629.3401210612183,7306,66,854.8571428571429,1940.930552122684,3767211.408163265,160,120,20,1,96.15384615384616,383.0,0.0,109.1568005237,1250.0,409.0,0.0,178.5714285714,135.36496396549998,856.0,479.0,1.0,171.2,180.3290326042,1,0,2,3,0,4,12,0,0,0.75,854.8571428571429,64240,65160,78.375,1890.1666666666667,0,8,6,627,11341,0
80,6,1227.0,9804400.97799511,12224.938875305625,7334.963325183374,4889.975550122249,9,6,689,11341,145,66,76.55555555555556,24.41816769498168,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.0,1885.506298053656,3555134.0,180,120,20,1,87.64285714285714,339.0,0.0,102.5054752146,1227.0,419.0,0.0,153.375,161.41014334599998,855.0,323.0,1.0,171.0,120.0066664814,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.0,64240,65160,76.55555555555556,1890.1666666666667,0,9,6,689,11341,0
80,6,820.0,14679268.292682927,18292.682926829268,10975.60975609756,7317.073170731707,9,6,696,11341,152,66,77.33333333333333,26.599916457680003,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.4666666666667,1885.344490773208,3554523.848888888,180,120,20,1,58.57142857142858,190.0,0.0,66.65659787910216,820.0,244.0,0.0,102.5,91.03570728016564,624.0,246.00000000000003,0.0,124.8,99.73444740910736,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.4666666666667,64240,65160,77.33333333333333,1890.1666666666667,0,9,6,696,11341,0
80,6,1013.0,11879565.646594277,14807.502467917078,8884.501480750247,5923.000987166831,9,6,693,11341,149,66,77.0,25.66450207322688,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.2666666666667,1885.4136404395604,3554784.595555556,180,120,20,1,72.35714285714286,262.0,0.0,82.26838235126468,1013.0,375.0,0.0,126.625,120.2850130939,827.0,331.0,1.0,165.4,128.8543363647,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.2666666666667,64240,65160,77.0,1890.1666666666667,0,9,6,693,11341,0
80,6,796.0,15113065.326633165,18844.22110552764,11306.532663316582,7537.688442211055,9,6,689,11341,145,66,76.55555555555556,24.41816769498168,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.0,1885.506298053656,3555134.0,180,120,20,1,56.85714285714286,232.0,0.0,66.3775533733862,795.9999999999,249.0,0.0,99.5,93.45052166788584,655.0,275.0,1.0,130.99999999989998,98.9707027357086,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.0,64240,65160,76.55555555555556,1890.1666666666667,0,9,6,689,11341,0
80,6,968.0,12434917.3553719,15495.86776859504,9297.520661157025,6198.347107438017,9,6,696,11341,152,66,77.33333333333333,26.599916457680003,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.4666666666667,1885.344490773208,3554523.848888888,180,120,20,1,69.14285714285715,189.0,0.0,74.45982343601447,968.0,357.0,0.0,121.0,118.2603061047,772.0,298.0,0.0,154.4,132.7291979935,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.4666666666667,64240,65160,77.33333333333333,1890.1666666666667,0,9,6,696,11341,0
80,6,1078.0,11159554.730983302,13914.65677179963,8348.794063079778,5565.862708719852,9,6,689,11341,145,66,76.55555555555556,24.41816769498168,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.0,1885.506298053656,3555134.0,180,120,20,1,77.0,283.0,0.0,85.9534757877772,1078.0,415.0,0.0,134.75,130.7361369323,862.9999999999,405.0,1.0,172.6,171.3996499412,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.0,64240,65160,76.55555555555556,1890.1666666666667,0,9,6,689,11341,0
80,6,985.0,12217258.883248731,15228.426395939086,9137.055837563452,6091.370558375635,9,6,693,11341,149,66,77.0,25.66450207322688,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.2666666666667,1885.4136404395604,3554784.595555556,180,120,20,1,70.35714285714285,224.0,0.0,74.74108369455674,985.0,430.0,0.0,123.125,135.6820156653,862.9999999999,405.0,0.0,172.6,156.8063774213,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.2666666666667,64240,65160,77.0,1890.1666666666667,0,9,6,693,11341,0
80,6,735.0,16376870.74829932,20408.163265306124,12244.897959183674,8163.265306122449,9,6,696,11341,152,66,77.33333333333333,26.599916457680003,7306,66,1890.1666666666667,2629.3401210612183,7306,66,802.4666666666667,1885.344490773208,3554523.848888888,180,120,20,1,52.49999999999999,176.0,0.0,58.43891805002163,735.0,230.0,0.0,91.875,83.2908120683188,545.0,228.0,1.0,109.0,84.08091341083302,1,0,2,3,0,4,13,0,0,0.6666666666666666,802.4666666666667,64240,65160,77.33333333333333,1890.1666666666667,0,9,6,696,11341,0
